Name,Price,Link,Description,Offers,Product website,Specification
MSI GeForce RTX 4080 SUPER 16G EXPERT,51 057 – 55 999 грн,https://hotline.ua/ua/computer-videokarty/msi-geforce-rtx-4080-super-16g-expert/,Відеокарта NVIDIA GeForce RTX 4080 SUPER Частота GPU: 2625 (Boost) МГц GDDR6X 16 ГБ Частота пам'яті: 23000 МГц Шина: 256 біт PCI Express 4.0 Рік 03.2024,18,https://ua.msi.com/Graphics-Card/GeForce-RTX-4080-SUPER-16G-EXPERT/Specification,"Бренд:
MSI
Тип:
Відеокарта
Виробник GPU:
NVIDIA
GPU:
GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Інтерфейс:
PCI Express 4.0
Система охолодження:
Активна
Дизайн системи охолодження:
Фірмова
Бекплейт:
є
Зупинка вентиляторів у простої:
є
Частоти роботи GPU, МГц:
2625 (Boost)
Частоти роботи пам'яті, МГц:
23000
Шина пам'яті, біт:
256
Вихідні роз'єми:
3xDisplayPort 1.4a, 1xHDMI 2.1а
Розміри, мм:
312 x 141 x 61
Додаткове живлення:
1x16pin
Споживана потужність, Вт:
320
Рекомендована потужність блоку живлення, Вт:
850
Підтримка DirectX:
DirectX 12 Ultimate
Максимальна роздільна здатність:
7680x4320
Різне:
4th Gen Tensor Cores, 3rd Gen RT Cores, NVIDIA DLSS 3, адаптер у комплекті 1x16pin to 3x8pin
Товар на сайті бренду:
https://ua.msi.com/Graphics-Card/GeForce-RTX-40..."
INNO3D GEFORCE RTX 4080 SUPER X3 (N408S3-166X-18703552),50 564 – 57 379 грн,https://hotline.ua/ua/computer-videokarty/inno3d-geforce-rtx-4080-super-x3-n408s3-166x-18703552/,Відеокарта NVIDIA GeForce RTX 4080 SUPER Частота GPU: 2550 (Boost) МГц GDDR6X 16 ГБ Частота пам'яті: 23000 МГц Шина: 256 біт PCI Express 4.0 Рік 01.2024,17,https://www.inno3d.com/en/PRODUCT_INNO3D_GEFORCE_RTX_4080_SUPER_16GB_X3,"Бренд:
INNO3D
Тип:
Відеокарта
Виробник GPU:
NVIDIA
GPU:
GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Інтерфейс:
PCI Express 4.0
Система охолодження:
Активна
Дизайн системи охолодження:
Фірмова
Бекплейт:
є
Зупинка вентиляторів у простої:
є
Частоти роботи GPU, МГц:
2550 (Boost)
Частоти роботи пам'яті, МГц:
23000
Шина пам'яті, біт:
256
Вихідні роз'єми:
3xDisplayPort 1.4a, 1xHDMI 2.1а
Розміри, мм:
337 x 141 x 40
Додаткове живлення:
1x16pin
Рекомендована потужність блоку живлення, Вт:
750
Підтримка DirectX:
DirectX 12 Ultimate
Максимальна роздільна здатність:
7680x4320
Різне:
4th Gen Tensor Cores, 3rd Gen RT Cores, NVIDIA DLSS 3
Товар на сайті бренду:
https://www.inno3d.com/en/PRODUCT_INNO3D_GEFORC..."
MSI GeForce RTX 4080 SUPER 16G GAMING X TRIO,52 244 – 54 979 грн,https://hotline.ua/ua/computer-videokarty/msi-geforce-rtx-4080-super-16g-gaming-x-trio/,Відеокарта NVIDIA GeForce RTX 4080 SUPER Частота GPU: 2625 (Boost) МГц GDDR6X 16 ГБ Частота пам'яті: 23000 МГц Шина: 256 біт PCI Express 4.0 Рік 01.2024,4,https://www.msi.com/Graphics-Card/GeForce-RTX-4080-SUPER-16G-GAMING-X-TRIO,"Бренд:
MSI
Тип:
Відеокарта
Виробник GPU:
NVIDIA
GPU:
GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Інтерфейс:
PCI Express 4.0
Система охолодження:
Активна
Дизайн системи охолодження:
Фірмова
Бекплейт:
є
Зупинка вентиляторів у простої:
є
Частоти роботи GPU, МГц:
2625 (Boost)
Частоти роботи пам'яті, МГц:
23000
Шина пам'яті, біт:
256
Вихідні роз'єми:
1xHDMI 2.1, 3хDisplayPort 1.4
Розміри, мм:
337 x 140 x 67
Додаткове живлення:
1x16pin
Споживана потужність, Вт:
320
Рекомендована потужність блоку живлення, Вт:
850
Підтримка DirectX:
DirectX 12 Ultimate
Максимальна роздільна здатність:
7680x4320
Різне:
4th Gen Tensor Cores, 3rd Gen RT Cores, NVIDIA DLSS 3, адаптер у комплекті 1x16pin to 3x8pin
Товар на сайті бренду:
https://www.msi.com/Graphics-Card/GeForce-RTX-4..."
GIGABYTE GeForce RTX 4080 SUPER WINDFORCE 16G (GV-N408SWF3-16GD),47 684 – 50 999 грн,https://hotline.ua/ua/computer-videokarty/gigabyte-geforce-rtx-4080-super-windforce-16g-gv-n408swf3-16gd/,Відеокарта NVIDIA GeForce RTX 4080 SUPER GDDR6X 16 ГБ Частота пам'яті: 23000 МГц Шина: 256 біт PCI Express 4.0 Рік 01.2024,6,https://www.gigabyte.com/ua/Graphics-Card/GV-N408SWF3-16GD#kf,"Бренд:
GIGABYTE
Тип:
Відеокарта
Виробник GPU:
NVIDIA
GPU:
GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Інтерфейс:
PCI Express 4.0
Система охолодження:
Активна
Дизайн системи охолодження:
Фірмова
Бекплейт:
є
Частоти роботи пам'яті, МГц:
23000
Шина пам'яті, біт:
256
Вихідні роз'єми:
3xDisplayPort 1.4a, 1xHDMI 2.1а
Розміри, мм:
330 x 136 x 56
Додаткове живлення:
1x16pin
Рекомендована потужність блоку живлення, Вт:
750
Підтримка DirectX:
DirectX 12 Ultimate
Максимальна роздільна здатність:
7680x4320
Різне:
4th Gen Tensor Cores, 3rd Gen RT Cores, NVIDIA DLSS 3, адаптер у комплекті 1x16pin to 3x8pin
Товар на сайті бренду:
https://www.gigabyte.com/ua/Graphics-Card/GV-N4..."
GIGABYTE AORUS GeForce RTX 4080 SUPER MASTER 16G (GV-N408SAORUS M-16GD),56 555 – 59 999 грн,https://hotline.ua/ua/computer-videokarty/gigabyte-aorus-geforce-rtx-4080-super-master-16g-gv-n408saorus-m-16gd/,Відеокарта NVIDIA GeForce RTX 4080 SUPER GDDR6X 16 ГБ Частота пам'яті: 23000 МГц Шина: 256 біт PCI Express 4.0 Рік 01.2024,4,https://www.gigabyte.com/ua/Graphics-Card/GV-N408SAORUS-M-16GD#kf,"Бренд:
GIGABYTE
Тип:
Відеокарта
Виробник GPU:
NVIDIA
GPU:
GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Інтерфейс:
PCI Express 4.0
Система охолодження:
Активна
Дизайн системи охолодження:
Фірмова
Бекплейт:
є
Частоти роботи пам'яті, МГц:
23000
Шина пам'яті, біт:
256
Вихідні роз'єми:
3xDisplayPort 1.4a, 1xHDMI 2.1а
Розміри, мм:
357 x 163 x 75
Додаткове живлення:
1x16pin
Рекомендована потужність блоку живлення, Вт:
850
Підтримка DirectX:
DirectX 12 Ultimate
Максимальна роздільна здатність:
7680x4320
Різне:
4th Gen Tensor Cores, 3rd Gen RT Cores, NVIDIA DLSS 3, адаптер у комплекті 1x16pin to 3x8pin
Товар на сайті бренду:
https://www.gigabyte.com/ua/Graphics-Card/GV-N4..."
Gainward GeForce RTX 4080 SUPER Phoenix (NED408S019T2-1032X),48 674 грн,https://hotline.ua/ua/computer-videokarty/gainward-geforce-rtx-4080-super-phoenix-ned408s019t2-1032x/,Відеокарта NVIDIA GeForce RTX 4080 SUPER Частота GPU: 2550 (Boost) МГц GDDR6X 16 ГБ Частота пам'яті: 23000 МГц Шина: 256 біт PCI Express 4.0 x16 Рік 01.2024,1,https://www.gainward.com/main/vgapro.php?id=1210&lang=en,"Бренд:
Gainward
Тип:
Відеокарта
Виробник GPU:
NVIDIA
GPU:
GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Інтерфейс:
PCI Express 4.0 x16
Система охолодження:
Активна
Дизайн системи охолодження:
Фірмова
Бекплейт:
є
Зупинка вентиляторів у простої:
є
Частоти роботи GPU, МГц:
2550 (Boost)
Частоти роботи пам'яті, МГц:
23000
Шина пам'яті, біт:
256
Вихідні роз'єми:
3xDisplayPort 1.4a, 1xHDMI 2.1а
Розміри, мм:
328,9 x 131,1 x 63,6
Додаткове живлення:
1x16pin
Підтримка DirectX:
DirectX 12 Ultimate
Максимальна роздільна здатність:
7680x4320
Різне:
4th Gen Tensor Cores, 3rd Gen RT Cores, NVIDIA DLSS 3
Товар на сайті бренду:
https://www.gainward.com/main/vgapro.php?id=121..."
Zotac GAMING GeForce RTX 4080 SUPER AMP Extreme AIRO 16GB (ZT-D40820B-10P),51 774 – 51 784 грн,https://hotline.ua/ua/computer-videokarty/zotac-gaming-geforce-rtx-4080-super-amp-extreme-airo-16gb-zt-d40820b-10p/,Відеокарта NVIDIA GeForce RTX 4080 SUPER Частота GPU: 2610 (Boost) МГц GDDR6X 16 ГБ Частота пам'яті: 23000 МГц Шина: 256 біт PCI Express 4.0 x16 Рік 01.2024,2,https://www.zotac.com/product/graphics_card/zotac-gaming-geforce-rtx-4080-super-amp-extreme-airo-16gb-gddr6x,"Бренд:
Zotac
Тип:
Відеокарта
Виробник GPU:
NVIDIA
GPU:
GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Інтерфейс:
PCI Express 4.0 x16
Система охолодження:
Активна
Дизайн системи охолодження:
Фірмова
Бекплейт:
є
Зупинка вентиляторів у простої:
є
Частоти роботи GPU, МГц:
2610 (Boost)
Частоти роботи пам'яті, МГц:
23000
Шина пам'яті, біт:
256
Вихідні роз'єми:
3xDisplayPort 1.4a, 1xHDMI 2.1а
Розміри, мм:
355,5 x 149,6 x 72,1
Додаткове живлення:
1x16pin
Споживана потужність, Вт:
320
Рекомендована потужність блоку живлення, Вт:
750
Підтримка DirectX:
DirectX 12 Ultimate
Максимальна роздільна здатність:
7680x4320
Різне:
4th Gen Tensor Cores, 3rd Gen RT Cores, NVIDIA DLSS 3, адаптер у комплекті 1x16pin to 3x8pin
Товар на сайті бренду:
https://www.zotac.com/product/graphics_card/zot..."
Zotac GAMING GeForce RTX 4080 SUPER Trinity OC White Edition 16GB (ZT-D40820Q-10P),50 963 – 50 972 грн,https://hotline.ua/ua/computer-videokarty/zotac-gaming-geforce-rtx-4080-super-trinity-oc-white-edition-16gb-zt-d40820q-10p/,Відеокарта NVIDIA GeForce RTX 4080 SUPER Частота GPU: 2565 (Boost) МГц GDDR6X 16 ГБ Частота пам'яті: 23000 МГц Шина: 256 біт PCI Express 4.0 x16 Рік 01.2024,2,https://www.zotac.com/product/graphics_card/zotac-gaming-geforce-rtx-4080-super-trinity-oc-white-edition-16gb-gddr6x,"Бренд:
Zotac
Тип:
Відеокарта
Виробник GPU:
NVIDIA
GPU:
GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Інтерфейс:
PCI Express 4.0 x16
Система охолодження:
Активна
Дизайн системи охолодження:
Фірмова
Бекплейт:
є
Зупинка вентиляторів у простої:
є
Частоти роботи GPU, МГц:
2565 (Boost)
Частоти роботи пам'яті, МГц:
23000
Шина пам'яті, біт:
256
Вихідні роз'єми:
3xDisplayPort 1.4a, 1xHDMI 2.1а
Розміри, мм:
306,8 x 119,4 x 58,5
Додаткове живлення:
1x16pin
Споживана потужність, Вт:
320
Рекомендована потужність блоку живлення, Вт:
750
Підтримка DirectX:
DirectX 12 Ultimate
Максимальна роздільна здатність:
7680x4320
Різне:
4th Gen Tensor Cores, 3rd Gen RT Cores, NVIDIA DLSS 3, адаптер у комплекті 1x16pin to 3x8pin
Товар на сайті бренду:
https://www.zotac.com/product/graphics_card/zot..."
MSI GeForce RTX 4080 SUPER 16G VENTUS 3X,49 972 – 50 019 грн,https://hotline.ua/ua/computer-videokarty/msi-geforce-rtx-4080-super-16g-ventus-3x/,Відеокарта NVIDIA GeForce RTX 4080 SUPER Частота GPU: 2565 (Boost) МГц GDDR6X 16 ГБ Частота пам'яті: 23000 МГц Шина: 256 біт PCI Express 4.0 Рік 01.2024,2,https://www.msi.com/Graphics-Card/GeForce-RTX-4080-SUPER-16G-VENTUS-3X,"Бренд:
MSI
Тип:
Відеокарта
Виробник GPU:
NVIDIA
GPU:
GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Інтерфейс:
PCI Express 4.0
Система охолодження:
Активна
Дизайн системи охолодження:
Фірмова
Бекплейт:
є
Зупинка вентиляторів у простої:
є
Частоти роботи GPU, МГц:
2565 (Boost)
Частоти роботи пам'яті, МГц:
23000
Шина пам'яті, біт:
256
Вихідні роз'єми:
2xHDMI 2.1, 2хDisplayPort 1.4
Розміри, мм:
322 x 136 x 62
Додаткове живлення:
1x16pin
Споживана потужність, Вт:
320
Рекомендована потужність блоку живлення, Вт:
750
Підтримка DirectX:
DirectX 12 Ultimate
Максимальна роздільна здатність:
7680x4320
Різне:
4th Gen Tensor Cores, 3rd Gen RT Cores, NVIDIA DLSS 3, адаптер у комплекті 1x16pin to 3x8pin
Товар на сайті бренду:
https://www.msi.com/Graphics-Card/GeForce-RTX-4..."
ASUS PROART-RTX4080S-O16G,49 710 – 54 141 грн,https://hotline.ua/ua/computer-videokarty/asus-proart-rtx4080s-o16g/,Відеокарта NVIDIA GeForce RTX 4080 SUPER Частота GPU: 2640 (Boost) МГц GDDR6X 16 ГБ Частота пам'яті: 23000 МГц Шина: 256 біт PCI Express 4.0 Рік 02.2024,36,https://www.asus.com/motherboards-components/graphics-cards/proart/proart-rtx4080s-o16g/,"Бренд:
ASUS
Тип:
Відеокарта
Виробник GPU:
NVIDIA
GPU:
GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Інтерфейс:
PCI Express 4.0
Система охолодження:
Активна
Дизайн системи охолодження:
Фірмова
Бекплейт:
є
Зупинка вентиляторів у простої:
є
Частоти роботи GPU, МГц:
2640 (Boost)
Частоти роботи пам'яті, МГц:
23000
Шина пам'яті, біт:
256
Вихідні роз'єми:
3xDisplayPort 1.4a, 1xHDMI 2.1а
Розміри, мм:
300 x 120 x 50
Додаткове живлення:
1x16pin
Рекомендована потужність блоку живлення, Вт:
850
Підтримка DirectX:
DirectX 12 Ultimate
Максимальна роздільна здатність:
7680x4320
Різне:
4th Gen Tensor Cores, 3rd Gen RT Cores, NVIDIA DLSS 3, адаптер у комплекті 1x16pin to 3x8pin
Товар на сайті бренду:
https://www.asus.com/motherboards-components/gr..."
ASUS TUF-RTX4080S-16G-GAMING,49 710 – 63 700 грн,https://hotline.ua/ua/computer-videokarty/asus-tuf-rtx4080s-16g-gaming/,Відеокарта NVIDIA GeForce RTX 4080 SUPER Частота GPU: 2580 (Boost) МГц GDDR6X 16 ГБ Частота пам'яті: 23000 МГц Шина: 256 біт PCI Express 4.0 Рік 02.2024,41,https://www.asus.com/motherboards-components/graphics-cards/tuf-gaming/tuf-rtx4080s-16g-gaming/,"Бренд:
ASUS
Тип:
Відеокарта
Виробник GPU:
NVIDIA
GPU:
GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Інтерфейс:
PCI Express 4.0
Система охолодження:
Активна
Дизайн системи охолодження:
Фірмова
Бекплейт:
є
Зупинка вентиляторів у простої:
є
Частоти роботи GPU, МГц:
2580 (Boost)
Частоти роботи пам'яті, МГц:
23000
Шина пам'яті, біт:
256
Вихідні роз'єми:
3xDisplayPort 1.4a, 2xHDMI 2.1а
Розміри, мм:
348,2 x 150 x 72,6
Додаткове живлення:
1x16pin
Рекомендована потужність блоку живлення, Вт:
850
Підтримка DirectX:
DirectX 12 Ultimate
Максимальна роздільна здатність:
7680x4320
Різне:
4th Gen Tensor Cores, 3rd Gen RT Cores, NVIDIA DLSS 3, адаптер у комплекті 1x16pin to 3x8pin
Товар на сайті бренду:
https://www.asus.com/motherboards-components/gr..."
ASUS TUF-RTX4080S-O16G-GAMING,51 575 – 66 200 грн,https://hotline.ua/ua/computer-videokarty/asus-tuf-rtx4080s-o16g-gaming/,Відеокарта NVIDIA GeForce RTX 4080 SUPER Частота GPU: 2640 (Boost) МГц GDDR6X 16 ГБ Частота пам'яті: 23000 МГц Шина: 256 біт PCI Express 4.0 Рік 02.2024,37,https://www.asus.com/motherboards-components/graphics-cards/tuf-gaming/tuf-rtx4080s-o16g-gaming/,"Бренд:
ASUS
Тип:
Відеокарта
Виробник GPU:
NVIDIA
GPU:
GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Інтерфейс:
PCI Express 4.0
Система охолодження:
Активна
Дизайн системи охолодження:
Фірмова
Бекплейт:
є
Зупинка вентиляторів у простої:
є
Частоти роботи GPU, МГц:
2640 (Boost)
Частоти роботи пам'яті, МГц:
23000
Шина пам'яті, біт:
256
Вихідні роз'єми:
3xDisplayPort 1.4a, 2xHDMI 2.1а
Розміри, мм:
348,2 x 150 x 72,6
Додаткове живлення:
1x16pin
Рекомендована потужність блоку живлення, Вт:
850
Підтримка DirectX:
DirectX 12 Ultimate
Максимальна роздільна здатність:
7680x4320
Різне:
4th Gen Tensor Cores, 3rd Gen RT Cores, NVIDIA DLSS 3, адаптер у комплекті 1x16pin to 3x8pin
Товар на сайті бренду:
https://www.asus.com/motherboards-components/gr..."
ASUS ROG-STRIX-RTX4080S-O16G-GAMING,58 110 – 73 100 грн,https://hotline.ua/ua/computer-videokarty/asus-rog-strix-rtx4080s-o16g-gaming/,Відеокарта NVIDIA GeForce RTX 4080 SUPER Частота GPU: 2670 (Boost) МГц GDDR6X 16 ГБ Частота пам'яті: 23000 МГц Шина: 256 біт PCI Express 4.0 Рік 01.2024,22,https://rog.asus.com/graphics-cards/graphics-cards/rog-strix/rog-strix-rtx4080s-o16g-gaming/,"Бренд:
ASUS
Тип:
Відеокарта
Виробник GPU:
NVIDIA
GPU:
GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Інтерфейс:
PCI Express 4.0
Система охолодження:
Активна
Дизайн системи охолодження:
Фірмова
Бекплейт:
є
Зупинка вентиляторів у простої:
є
Частоти роботи GPU, МГц:
2670 (Boost)
Частоти роботи пам'яті, МГц:
23000
Шина пам'яті, біт:
256
Вихідні роз'єми:
2xHDMI 2.1, 3хDisplayPort 1.4
Розміри, мм:
357,6 x 149,3 x 70,1
Додаткове живлення:
1x16pin
Рекомендована потужність блоку живлення, Вт:
850
Підтримка DirectX:
DirectX 12 Ultimate
Максимальна роздільна здатність:
7680x4320
Різне:
4th Gen Tensor Cores, 3rd Gen RT Cores, NVIDIA DLSS 3, адаптер у комплекті 1x16pin to 3x8pin
Товар на сайті бренду:
https://rog.asus.com/graphics-cards/graphics-ca..."
ASUS RTX4080S-O16G-NOCTUA,56 441 – 60 409 грн,https://hotline.ua/ua/computer-videokarty/asus-rtx4080s-o16g-noctua/,Відеокарта NVIDIA GeForce RTX 4080 SUPER Частота GPU: 2640 (Boost) МГц GDDR6X 16 ГБ Частота пам'яті: 23000 МГц Шина: 256 біт PCI Express 4.0 Рік 03.2024,26,https://www.asus.com/motherboards-components/graphics-cards/asus/rtx4080s-o16g-noctua/,"Бренд:
ASUS
Тип:
Відеокарта
Виробник GPU:
NVIDIA
GPU:
GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Інтерфейс:
PCI Express 4.0
Система охолодження:
Активна
Дизайн системи охолодження:
Фірмова
Бекплейт:
є
Зупинка вентиляторів у простої:
є
Частоти роботи GPU, МГц:
2640 (Boost)
Частоти роботи пам'яті, МГц:
23000
Шина пам'яті, біт:
256
Вихідні роз'єми:
3xDisplayPort 1.4a, 2xHDMI 2.1а
Розміри, мм:
310 x 144,8 x 87,5
Додаткове живлення:
1x16pin
Рекомендована потужність блоку живлення, Вт:
850
Підтримка DirectX:
DirectX 12 Ultimate
Максимальна роздільна здатність:
7680x4320
Різне:
4th Gen Tensor Cores, 3rd Gen RT Cores, NVIDIA DLSS 3, адаптер у комплекті 1x16pin to 3x8pin
Товар на сайті бренду:
https://www.asus.com/motherboards-components/gr..."
ASUS ROG-STRIX-RTX4080S-O16G-WHITE,61 152 – 73 700 грн,https://hotline.ua/ua/computer-videokarty/asus-rog-strix-rtx4080s-o16g-white/,Відеокарта NVIDIA GeForce RTX 4080 SUPER Частота GPU: 2670 (Boost) МГц GDDR6X 16 ГБ Частота пам'яті: 23000 МГц Шина: 256 біт PCI Express 4.0 Рік 01.2024,20,https://rog.asus.com/graphics-cards/graphics-cards/rog-strix/rog-strix-rtx4080s-o16g-white/,"Бренд:
ASUS
Тип:
Відеокарта
Виробник GPU:
NVIDIA
GPU:
GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Інтерфейс:
PCI Express 4.0
Система охолодження:
Активна
Дизайн системи охолодження:
Фірмова
Бекплейт:
є
Зупинка вентиляторів у простої:
є
Частоти роботи GPU, МГц:
2670 (Boost)
Частоти роботи пам'яті, МГц:
23000
Шина пам'яті, біт:
256
Вихідні роз'єми:
2xHDMI 2.1, 3хDisplayPort 1.4
Розміри, мм:
357,6 x 149,3 x 70,1
Додаткове живлення:
1x16pin
Рекомендована потужність блоку живлення, Вт:
850
Підтримка DirectX:
DirectX 12 Ultimate
Максимальна роздільна здатність:
7680x4320
Різне:
4th Gen Tensor Cores, 3rd Gen RT Cores, NVIDIA DLSS 3, адаптер у комплекті 1x16pin to 3x8pin
Товар на сайті бренду:
https://rog.asus.com/graphics-cards/graphics-ca..."
ARTLINE Gaming TANKWHITE (TANKWHITEv23),107 204 – 111 150 грн,https://hotline.ua/ua/computer-nastolnye-kompyutery/artline-gaming-tankwhite-tankwhitev23/,"Десктоп AMD Ryzen 7 7800X3D 4,2 ГГц ОЗП: 32 ГБ DDR5-6000 SSD: 1000 ГБ Графічний адаптер: NVIDIA GeForce RTX 4080 SUPER 16 ГБ 802.11ax, Bluetooth 5.2 Рік 02.2024",14,N/A,"Бренд:
ARTLINE
Тип:
Десктоп
Чіпсет:
AMD B650
Процесор
Тип процесора:
AMD Ryzen 7 7800X3D
Частота, GHz:
4,2
Кількість ядер:
8
Операційна система
Встановленою ОС:
Без ОС
Оперативна пам'ять
Обсяг оперативної пам'яті, ГБ:
32
Стандарт:
DDR5-6000
Накопичувачі
Обсяг SSD, ГБ:
1000
Інтерфейс:
NVMe
Графічний адаптер
Графічний чіпсет:
NVIDIA GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Оснащення
Звуковий контролер:
Інтегрований
Зовнішні порти:
2xDisplayPort, 1xHDMI, 1xRealtek 2.5Gb Ethernet port, 1xUSB 3.2 Gen 2 port (Type-A), 1xUSB 3.2 Gen 2 port (Type-C), 2xUSB 3.2 Gen 1 (Type-A), 4xUSB 2.0 (Type Audio 3.5mm
Мережевий адаптер:
10/100/1000/2500
Бездротові комунікації:
802.11ax, Bluetooth 5.2
Інше
Потужність БЖ, ВА/Вт:
850"
ARTLINE Gaming Y60 (Y60v39Win),124 354 – 128 934 грн,https://hotline.ua/ua/computer-nastolnye-kompyutery/artline-gaming-y60-y60v39win/,"Десктоп AMD Ryzen 7 7800X3D 4,2 ГГц ОЗП: 32 ГБ DDR5-6000 SSD: 2000 ГБ Графічний адаптер: NVIDIA GeForce RTX 4080 SUPER 16 ГБ 802.11ax, Bluetooth 5.2 Рік 03.2024",15,N/A,"Бренд:
ARTLINE
Тип:
Десктоп
Чіпсет:
AMD B650
Процесор
Тип процесора:
AMD Ryzen 7 7800X3D
Частота, GHz:
4,2
Кількість ядер:
8
Операційна система
Встановленою ОС:
Windows 11 Home
Оперативна пам'ять
Обсяг оперативної пам'яті, ГБ:
32
Стандарт:
DDR5-6000
Накопичувачі
Обсяг SSD, ГБ:
2000
Інтерфейс:
NVMe
Графічний адаптер
Графічний чіпсет:
NVIDIA GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Оснащення
Звуковий контролер:
Інтегрований
Зовнішні порти:
2xDisplayPort, 1xHDMI, 1xRealtek 2.5Gb Ethernet, 1xUSB 3.2 Gen 2 (Type-A), 1xUSB 3.2 Gen 2 (Type-C), 2xUSB 3.2 Gen 1 (Type-A), 4xUSB 2.0 (Type-A), Audio 2
Мережевий адаптер:
Інтегрований
Бездротові комунікації:
802.11ax, Bluetooth 5.2
Інше
Потужність БЖ, ВА/Вт:
1000"
ARTLINE Gaming Y60WHITE (Y60WHITEv39Win),124 354 – 128 934 грн,https://hotline.ua/ua/computer-nastolnye-kompyutery/artline-gaming-y60white-y60whitev39win/,"Десктоп AMD Ryzen 7 7800X3D 4,2 ГГц ОЗП: 32 ГБ DDR5-6000 SSD: 2000 ГБ Графічний адаптер: NVIDIA GeForce RTX 4080 SUPER 16 ГБ 802.11ax, Bluetooth 5.2 Рік 03.2024",14,N/A,"Бренд:
ARTLINE
Тип:
Десктоп
Чіпсет:
AMD B650
Процесор
Тип процесора:
AMD Ryzen 7 7800X3D
Частота, GHz:
4,2
Кількість ядер:
8
Операційна система
Встановленою ОС:
Windows 11 Home
Оперативна пам'ять
Обсяг оперативної пам'яті, ГБ:
32
Стандарт:
DDR5-6000
Накопичувачі
Обсяг SSD, ГБ:
2000
Інтерфейс:
NVMe
Графічний адаптер
Графічний чіпсет:
NVIDIA GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Оснащення
Звуковий контролер:
Інтегрований
Зовнішні порти:
2xDisplayPort, 1xHDMI, 1xRealtek 2.5Gb Ethernet, 1xUSB 3.2 Gen 2 (Type-A), 1xUSB 3.2 Gen 2 (Type-C), 2xUSB 3.2 Gen 1 (Type-A), 4xUSB 2.0 (Type-A), Audio 2
Мережевий адаптер:
Інтегрований
Бездротові комунікації:
802.11ax, Bluetooth 5.2
Інше
Потужність БЖ, ВА/Вт:
1000"
ARTLINE Gaming X96 (X96v78),100 922 – 104 637 грн,https://hotline.ua/ua/computer-nastolnye-kompyutery/artline-gaming-x96-x96v78/,"Десктоп AMD Ryzen 9 5900X 3,7 ГГц ОЗП: 32 ГБ DDR4-3600 SSD: 1000 ГБ Графічний адаптер: NVIDIA GeForce RTX 4080 SUPER 16 ГБ Рік 02.2024",15,N/A,"Бренд:
ARTLINE
Тип:
Десктоп
Чіпсет:
AMD B550
Процесор
Тип процесора:
AMD Ryzen 9 5900X
Частота, GHz:
3,7
Кількість ядер:
12
Операційна система
Встановленою ОС:
Без ОС
Оперативна пам'ять
Обсяг оперативної пам'яті, ГБ:
32
Стандарт:
DDR4-3600
Накопичувачі
Обсяг SSD, ГБ:
1000
Інтерфейс:
NVMe
Графічний адаптер
Графічний чіпсет:
NVIDIA GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Оснащення
Звуковий контролер:
Інтегрований
Зовнішні порти:
1xDisplayPort, 1xHDMI 2.0, 1xRealtek 2.5Gb Ethernet port, 2xUSB 3.2 Gen 2 (Type-A), 3xUSB 3.2 Gen 1 (Type-A), 2xUSB 2.0 (Type-A), 1xOptical S/PDIF out, Audi
Мережевий адаптер:
10/100/1000/2500
Інше
Потужність БЖ, ВА/Вт:
850"
